Q1,Q3,Q4,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q8_1_pre,Q8_2_pre,Q8_3_pre,Q8_4_pre,study_id,Q11,Q12_post,Q13,Q14,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,SC1,user_id,condition_task,created_at,revoked_consent,study,id,scenario,question,question_sensitivity,user_willingness,user_sensitivity,timestamp
"I consent, begin the study",Male,16 - 20,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,2,3,2,Communicating rigidly (1),Strongly disagree,Disagree,Strongly disagree,Neither agree or disagree,Disagree,0,R_2D1NhBgBxQGlAAh,1,2025-06-01 15:18:05.534+00,False,sagar,b2e50ca465cbb0e6d2141cb03a55b8b3326916c4598f44fff53ed258128f818a,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,4,Low,2025-06-01 15:22:47.896+00
"I consent, begin the study",Male,21 - 25,Strongly Agree,Neither agree or disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,Unconscious (1),3,Communicating elegantly (5),Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,0,R_9MzMXJuA6hHvWpW,2,2025-06-01 16:39:29.877+00,False,sagar,b13ca3da6593a366844540003528b6298ac7969adb0de4ded7ccebfa8dc36177,Interpersonal Relations and Self-Concept,Do you ever feel a sense of loss or longing when you think about them?,Low,5,High,2025-06-01 16:40:26.002+00
"I consent, begin the study",Male,21 - 25,Strongly Agree,Neither agree or disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,Unconscious (1),3,Communicating elegantly (5),Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,0,R_9MzMXJuA6hHvWpW,2,2025-06-01 16:39:29.877+00,False,sagar,86f87cb436362beb2ad8eaab3544f19081a4a2e0b27bfd768fa10d2f8846dc3a,Interpersonal Relations and Self-Concept,Have past experiences in relationships ever left you feeling emotionally hurt or let down?,High,5,High,2025-06-01 16:40:48.627+00
"I consent, begin the study",Male,21 - 25,Strongly Agree,Neither agree or disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,Unconscious (1),3,Communicating elegantly (5),Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,0,R_9MzMXJuA6hHvWpW,2,2025-06-01 16:39:29.877+00,False,sagar,16e17f23d406160d0b98b513f28497592bfdc0102df622b40a3ffc45cddae65a,Interpersonal Relations and Self-Concept,What is something you've done recently that made you feel genuinely proud or emotionally fulfilled?,Medium,1,High,2025-06-01 16:41:44.82+00
"I consent, begin the study",Male,21 - 25,Strongly Agree,Neither agree or disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,Unconscious (1),3,Communicating elegantly (5),Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,0,R_9MzMXJuA6hHvWpW,2,2025-06-01 16:39:29.877+00,False,sagar,3ba041eace8cdc0f2e38df07b512499b514f89f7b9a344abda4fcc87b176a06a,Tastes and Interests,What types of social environments do you find most comforting or energizing?,Low,4,Medium,2025-06-01 16:43:46.435+00
"I consent, begin the study",Male,21 - 25,Strongly Agree,Neither agree or disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,Unconscious (1),3,Communicating elegantly (5),Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,0,R_9MzMXJuA6hHvWpW,2,2025-06-01 16:39:29.877+00,False,sagar,5701f30ddb845747e7edeffd9f5cd5a6b89119e17f28c4ddaefab6f07230ed77,Tastes and Interests,Have you ever felt emotionally triggered by people that you strongly disagreed with socially?,High,1,High,2025-06-01 16:44:43.432+00
"I consent, begin the study",Male,21 - 25,Strongly Agree,Neither agree or disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,Unconscious (1),3,Communicating elegantly (5),Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,0,R_9MzMXJuA6hHvWpW,2,2025-06-01 16:39:29.877+00,False,sagar,abd5e8a309fa5cd813ab52d058d5874c7aad7f91cc7f31365122d4ec21cae756,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,1,Low,2025-06-01 16:45:03.795+00
"I consent, begin the study",Male,21 - 25,Strongly Agree,Neither agree or disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,Unconscious (1),3,Communicating elegantly (5),Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,0,R_9MzMXJuA6hHvWpW,2,2025-06-01 16:39:29.877+00,False,sagar,f996b08b980114e222b77996e520caddbcd6ffd8ad319f1f9b80a2b7d62df971,Work or Studies,What personal strengths do you draw on to stay mentally balanced in your career or studies?,Low,1,Low,2025-06-01 16:45:58.559+00
"I consent, begin the study",Male,21 - 25,Strongly Agree,Neither agree or disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,Unconscious (1),3,Communicating elegantly (5),Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,0,R_9MzMXJuA6hHvWpW,2,2025-06-01 16:39:29.877+00,False,sagar,354c571c8e3eee5b3fc4c8f438d05fc41122cb3bab936325af1143a9dec1084f,Work or Studies,Have you been feeling any stress or mental fatigue related to your work or academic life lately?,Medium,2,Medium,2025-06-01 16:46:32.161+00
"I consent, begin the study",Male,21 - 25,Strongly Agree,Neither agree or disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,Unconscious (1),3,Communicating elegantly (5),Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,0,R_9MzMXJuA6hHvWpW,2,2025-06-01 16:39:29.877+00,False,sagar,dc3b1404501c95fdaea88c073b8202e6c31abbc7c841cd13e724f30bf1fd65ea,Work or Studies,Have you ever felt completely overwhelmed or lost when it comes to your professional or academic path?,High,4,Low,2025-06-01 16:47:10.42+00
"I consent, begin the study",Female,21 - 25,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,3,4,4,Agree,Agree,Neither agree or disagree,Agree,Agree,0,R_82Sl8pPzFsthFh6,1,2025-06-01 18:42:50.732+00,False,sagar,bdf69dc6b17f106453e86bc39d34cd9584b4abefb227633d9dd90c96ef8c1200,Interpersonal Relations and Self-Concept,Do you ever feel a sense of loss or longing when you think about them?,Low,5,Medium,2025-06-01 18:43:15.863+00
"I consent, begin the study",Female,21 - 25,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,3,4,4,Agree,Agree,Neither agree or disagree,Agree,Agree,0,R_82Sl8pPzFsthFh6,1,2025-06-01 18:42:50.732+00,False,sagar,34847022b7bd904b71819b5ab116690ebaab902e25d8e7e2f70e9fa0f22aebb9,Interpersonal Relations and Self-Concept,Have past experiences in relationships ever left you feeling emotionally hurt or let down?,High,5,Medium,2025-06-01 18:43:26.945+00
"I consent, begin the study",Female,21 - 25,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,3,4,4,Agree,Agree,Neither agree or disagree,Agree,Agree,0,R_82Sl8pPzFsthFh6,1,2025-06-01 18:42:50.732+00,False,sagar,4ee8839d7e9a6bcef0b7c24fd5a2e9fa005b179b1d66f7bda6ccbf5ea837c0a1,Interpersonal Relations and Self-Concept,What is something you've done recently that made you feel genuinely proud or emotionally fulfilled?,Medium,5,Low,2025-06-01 18:43:41.044+00
"I consent, begin the study",Female,21 - 25,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,3,4,4,Agree,Agree,Neither agree or disagree,Agree,Agree,0,R_82Sl8pPzFsthFh6,1,2025-06-01 18:42:50.732+00,False,sagar,f588ba7297289bcf5366e22c36bb081f4f7e5283bb4d6157aa0729366399185c,Work or Studies,What personal strengths do you draw on to stay mentally balanced in your career or studies?,Low,5,Low,2025-06-01 18:43:52.127+00
"I consent, begin the study",Female,21 - 25,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,3,4,4,Agree,Agree,Neither agree or disagree,Agree,Agree,0,R_82Sl8pPzFsthFh6,1,2025-06-01 18:42:50.732+00,False,sagar,697dba3d24c9273fb0321945884a6695f441ca2dae77b242be79d3ccfeecd743,Work or Studies,Have you been feeling any stress or mental fatigue related to your work or academic life lately?,Medium,5,High,2025-06-01 18:44:03.618+00
"I consent, begin the study",Female,21 - 25,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,3,4,4,Agree,Agree,Neither agree or disagree,Agree,Agree,0,R_82Sl8pPzFsthFh6,1,2025-06-01 18:42:50.732+00,False,sagar,8da67f2847e352cb67b4f98db614387e31a54215494fd6b67efb4cda7a7df454,Work or Studies,Have you ever felt completely overwhelmed or lost when it comes to your professional or academic path?,High,5,Medium,2025-06-01 18:44:09.856+00
"I consent, begin the study",Female,21 - 25,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,3,4,4,Agree,Agree,Neither agree or disagree,Agree,Agree,0,R_82Sl8pPzFsthFh6,1,2025-06-01 18:42:50.732+00,False,sagar,389c31f6f74e2cce616eb450e1c8c017c0c2d0f551afe5c6ebd194a58305c3b9,Tastes and Interests,What types of social environments do you find most comforting or energizing?,Low,5,Low,2025-06-01 18:44:17.276+00
"I consent, begin the study",Female,21 - 25,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,3,4,4,Agree,Agree,Neither agree or disagree,Agree,Agree,0,R_82Sl8pPzFsthFh6,1,2025-06-01 18:42:50.732+00,False,sagar,ab5dd9cb7a8937c11bd0b44f0df83b39bad00dee556316339ab287c3d3c6ca73,Tastes and Interests,Have you ever felt emotionally triggered by people that you strongly disagreed with socially?,High,5,Low,2025-06-01 18:44:23.594+00
"I consent, begin the study",Female,21 - 25,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,3,3,3,4,4,Agree,Agree,Neither agree or disagree,Agree,Agree,0,R_82Sl8pPzFsthFh6,1,2025-06-01 18:42:50.732+00,False,sagar,31717e9b82532f1c515169368bb60cf420a82e31d2c40c5938a7a6a99817f91b,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,5,Low,2025-06-01 18:45:10.022+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,Fake (1),2,Unconscious (1),Artificial (1),2,Disagree,Disagree,Disagree,Disagree,Disagree,0,R_2yj4CMs32QgWFpL,2,2025-06-02 18:37:48.384+00,False,sagar,0ef01398d56c544105c815a76f560231845ff6923bdf1e3e4b6a7faf8189bf18,Tastes and Interests,What types of social environments do you find most comforting or energizing?,Low,4,Low,2025-06-02 18:39:41.198+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,Fake (1),2,Unconscious (1),Artificial (1),2,Disagree,Disagree,Disagree,Disagree,Disagree,0,R_2yj4CMs32QgWFpL,2,2025-06-02 18:37:48.384+00,False,sagar,78a04f7f720fa02dd6af575c9229e6d24e6901f6feed8051b1451947f2dcc838,Tastes and Interests,Have you ever felt emotionally triggered by people that you strongly disagreed with socially?,High,3,Medium,2025-06-02 18:40:41.277+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,Fake (1),2,Unconscious (1),Artificial (1),2,Disagree,Disagree,Disagree,Disagree,Disagree,0,R_2yj4CMs32QgWFpL,2,2025-06-02 18:37:48.384+00,False,sagar,13c449366958f81444c3281398c2fe5c73cc39f67389de305193eaf19b57efde,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,4,Low,2025-06-02 18:41:19.27+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,Fake (1),2,Unconscious (1),Artificial (1),2,Disagree,Disagree,Disagree,Disagree,Disagree,0,R_2yj4CMs32QgWFpL,2,2025-06-02 18:37:48.384+00,False,sagar,54c9a5b87f19428ea9fc32bfaaed70322920adcd53b4d1b840ebfc8ee935c9cb,Work or Studies,What personal strengths do you draw on to stay mentally balanced in your career or studies?,Low,4,Low,2025-06-02 18:42:04.348+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,Fake (1),2,Unconscious (1),Artificial (1),2,Disagree,Disagree,Disagree,Disagree,Disagree,0,R_2yj4CMs32QgWFpL,2,2025-06-02 18:37:48.384+00,False,sagar,3f6c258162b361d89296cabc96af40c98f16b7ab25f481a5d275026428a553d4,Work or Studies,Have you been feeling any stress or mental fatigue related to your work or academic life lately?,Medium,4,Low,2025-06-02 18:42:31.918+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,Fake (1),2,Unconscious (1),Artificial (1),2,Disagree,Disagree,Disagree,Disagree,Disagree,0,R_2yj4CMs32QgWFpL,2,2025-06-02 18:37:48.384+00,False,sagar,88321d98711861553850a3d7efb803f5a3c783ba5b972caaaa122255ecccf24b,Work or Studies,Have you ever felt completely overwhelmed or lost when it comes to your professional or academic path?,High,3,Medium,2025-06-02 18:42:56.605+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,Fake (1),2,Unconscious (1),Artificial (1),2,Disagree,Disagree,Disagree,Disagree,Disagree,0,R_2yj4CMs32QgWFpL,2,2025-06-02 18:37:48.384+00,False,sagar,c8e0e5d5482b0470e0c81ce4981bb6578dce827c1bb779e8144cfe2f64189450,Interpersonal Relations and Self-Concept,Do you ever feel a sense of loss or longing when you think about them?,Low,3,Medium,2025-06-02 18:43:49.157+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,Fake (1),2,Unconscious (1),Artificial (1),2,Disagree,Disagree,Disagree,Disagree,Disagree,0,R_2yj4CMs32QgWFpL,2,2025-06-02 18:37:48.384+00,False,sagar,258ed324e284a1bf6e756d592b4ca91cbedba61a0bacc13158b85ddbf713d51b,Interpersonal Relations and Self-Concept,Have past experiences in relationships ever left you feeling emotionally hurt or let down?,High,3,Medium,2025-06-02 18:44:14.901+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,Fake (1),2,Unconscious (1),Artificial (1),2,Disagree,Disagree,Disagree,Disagree,Disagree,0,R_2yj4CMs32QgWFpL,2,2025-06-02 18:37:48.384+00,False,sagar,8cd964e2dfa211d2198f259afadc99fe2c774df718e792df48b506709ecded16,Interpersonal Relations and Self-Concept,What is something you've done recently that made you feel genuinely proud or emotionally fulfilled?,Medium,4,Medium,2025-06-02 18:45:16.564+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,2,2,2,2,3,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,0,R_2mx75TnOaU51GfS,1,2025-06-03 08:43:17.667+00,False,sagar,ce2d53af17ece1262d5b2f2b39f4f0cb495819c0e86c09c0450613a264dbd918,Work or Studies,What personal strengths do you draw on to stay mentally balanced in your career or studies?,Low,3,Low,2025-06-03 08:43:54.674+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,2,2,2,2,3,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,0,R_2mx75TnOaU51GfS,1,2025-06-03 08:43:17.667+00,False,sagar,35de2015007da4bf23a21a8121859aff2b8648b6430019f80a717a251898c1e5,Work or Studies,Have you been feeling any stress or mental fatigue related to your work or academic life lately?,Medium,2,Medium,2025-06-03 08:44:10.385+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,2,2,2,2,3,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,0,R_2mx75TnOaU51GfS,1,2025-06-03 08:43:17.667+00,False,sagar,46469144d39b5e59baca615d668670b35dba5b86fb39ed91d8038ee3d72631dd,Work or Studies,Have you ever felt completely overwhelmed or lost when it comes to your professional or academic path?,High,1,High,2025-06-03 08:44:26.511+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,2,2,2,2,3,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,0,R_2mx75TnOaU51GfS,1,2025-06-03 08:43:17.667+00,False,sagar,1c4f6bdd9332cce2684db4a0efbd0fbc20df257ef9aca9544abeb8b7b1070e96,Interpersonal Relations and Self-Concept,Do you ever feel a sense of loss or longing when you think about them?,Low,1,High,2025-06-03 08:44:35.52+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,2,2,2,2,3,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,0,R_2mx75TnOaU51GfS,1,2025-06-03 08:43:17.667+00,False,sagar,551d724352d7cadca11ff14bf048aea524b3a66003bf33010dd78bf89ecefed6,Interpersonal Relations and Self-Concept,Have past experiences in relationships ever left you feeling emotionally hurt or let down?,High,1,High,2025-06-03 08:44:44.592+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,2,2,2,2,3,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,0,R_2mx75TnOaU51GfS,1,2025-06-03 08:43:17.667+00,False,sagar,ddc408b69175a548c31a2688de80e4a88ccb4828e073dad05eb4ee1b1231e621,Interpersonal Relations and Self-Concept,What is something you've done recently that made you feel genuinely proud or emotionally fulfilled?,Medium,4,Medium,2025-06-03 08:44:56.139+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,2,2,2,2,3,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,0,R_2mx75TnOaU51GfS,1,2025-06-03 08:43:17.667+00,False,sagar,f7a4fa98b9b7f2b23b7ce62fc854a2f04d1be3235e1ab02dd2ac010254dd3dae,Tastes and Interests,What types of social environments do you find most comforting or energizing?,Low,4,Medium,2025-06-03 08:45:07.865+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,2,2,2,2,3,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,0,R_2mx75TnOaU51GfS,1,2025-06-03 08:43:17.667+00,False,sagar,6b5463772e64dbdbc94b527b82f2bb9d0ebc6f6719a6628e157310d4ea0aa879,Tastes and Interests,Have you ever felt emotionally triggered by people that you strongly disagreed with socially?,High,2,High,2025-06-03 08:45:18.336+00
"I consent, begin the study",Male,16 - 20,Disagree,Disagree,Disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,6ec5bacc-e8dc-4f6f-b512-9692d5a708b8,2,2,2,2,3,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,0,R_2mx75TnOaU51GfS,1,2025-06-03 08:43:17.667+00,False,sagar,73343b31647f1b058a90d5fc001826a2ac4fe49e0643c025c4a4337a8de3465c,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,2,Medium,2025-06-03 08:45:32.002+00
